362.070830 444.872120 458.296962 425.319699
363.994462 362.337178 457.015699 343.729773
624.271777 536.291222 457.183549 255.836220
367.880252 186.595293 456.071358 168.026312
370.584594 94.236016 456.004540 75.271604
425.719678 459.804812 518.890278 437.773048
429.367210 371.299424 519.166509 349.577870
433.363554 279.624581 519.795936 258.022514
435.792143 183.890465 519.585035 162.213842
439.786095 85.626812 521.063846 63.704811
499.763685 475.865671 586.823025 453.456760
504.413653 380.863356 589.737332 357.934302
507.455261 283.268219 592.119307 259.465308
513.528378 181.644551 594.373074 156.680893
519.659577 75.822599 597.042607 50.109006
581.450770 492.792968 668.583406 469.413340
588.309016 392.252684 672.345667 368.286284
595.316257 289.103758 675.448387 262.657090
603.533290 178.724803 680.811200 150.416684
611.684562 63.426164 684.566842 33.562907
677.211454 513.906177 761.620793 489.456374
686.753585 406.406597 768.465058 378.761180
549.945090 44.306737 775.815466 264.719588
708.118559 174.228446 782.231036 143.254710
719.365876 48.839788 789.687007 15.370272
299.818451 456.942476 394.342833 437.814395
301.367996 368.145335 393.746255 349.545379
301.944418 277.472798 391.284719 258.834312
303.903846 180.867663 389.728650 163.363839
305.361622 80.958597 387.062836 65.294509
365.383433 473.896050 453.829829 452.096271
367.978100 379.020303 454.181885 358.043981
369.747987 280.772912 453.927071 261.230098
399.575737 118.882606 452.604034 158.386584
375.417820 70.308525 452.259574 51.449905
439.106980 491.080118 523.932050 468.626686
442.778412 390.362256 524.735662 367.766935
447.403579 284.518576 525.736170 262.569956
100.548245 6.887626 526.487809 151.321925
456.539825 57.616524 527.000730 36.963150
524.283331 512.082699 604.413453 489.318367
530.836201 403.953844 608.004369 379.790763
537.240498 289.810384 610.992153 265.116150
543.949244 169.165130 613.749217 144.240820
696.899330 293.109879 618.261745 17.389550
366.906548 276.489101 701.293529 513.352425
633.609629 418.926595 707.238568 392.842662
643.089208 295.031627 713.334565 267.943643
654.269550 165.157244 718.698455 134.579930
276.001458 448.977459 725.901864 -4.616651
231.951121 471.955998 323.018146 452.193915
231.330169 376.135888 319.086981 356.641715
229.757077 276.813176 314.656129 261.089580
229.212400 174.038449 313.296471 159.750054
228.909888 65.105722 308.233754 52.880160
296.211051 488.657548 381.116133 469.014139
296.687629 387.422488 378.253691 369.009743
296.307094 281.424776 376.558750 262.926630
297.877613 170.460571 374.919680 152.829556
298.998028 52.435787 371.575617 38.386396
369.888702 509.405823 450.030623 488.145332
372.596809 400.137330 448.176614 379.291915
375.456694 285.248585 448.398636 265.991296
378.689550 165.174793 447.418921 146.164086
380.753202 37.509852 447.008889 19.766728
456.288815 534.060577 531.663836 511.932105
462.172748 414.926558 532.282995 393.258551
467.063799 290.522747 533.461056 268.024076
473.068685 158.969883 534.589047 135.500429
479.671409 19.630942 536.074224 -2.293487
559.959133 563.014739 628.362973 540.081892
567.968493 434.179027 633.602523 409.461000
578.045161 297.138956 637.900885 272.744784
587.131054 152.911702 641.650129 126.250704
597.414101 -1.091102 646.435741 -30.429757
148.794885 486.249361 239.975504 468.902795
148.396208 384.599940 235.173851 368.710389
144.463938 277.299430 228.426226 263.216999
143.131610 165.603367 223.959044 154.306814
139.796373 48.287178 217.706771 38.928889
213.270043 507.884318 297.033227 489.121748
213.304292 397.365494 291.253676 380.084741
210.615294 280.860413 287.330411 266.282600
210.100048 160.481255 282.834867 147.062098
208.373493 33.376961 278.000508 21.109115
288.819082 532.946813 363.023013 511.429342
287.846216 411.699756 359.898796 393.236641
288.774726 286.436708 356.540677 268.477062
289.712351 155.122482 354.272260 138.209119
289.852760 12.955637 350.029542 -0.507779
375.524913 561.370641 443.533359 539.989009
378.711204 430.985063 442.218158 410.355415
482.418262 595.140422 441.398733 272.856918
386.878992 146.285542 440.289913 127.606656
390.357702 -8.867102 438.533502 -26.763316
382.447979 293.022448 541.618368 574.479912
489.868005 451.737300 543.567164 430.942921
496.495214 300.143064 545.438146 277.080345
504.932611 137.968334 547.374602 114.114214
512.682971 -36.210335 549.771760 -60.232464
55.159625 505.175141 144.192398 487.641221
49.079710 393.124032 136.411461 379.639862
45.265010 277.205157 128.688760 266.938156
39.323231 154.734132 119.217841 147.914226
34.567408 27.067606 109.894435 24.698218
114.992270 529.133615 195.942671 512.524180
111.336066 408.555607 188.967601 393.936672
108.803697 283.540210 181.892563 270.442000
104.125324 148.538462 172.878732 140.043745
452.107805 173.789394 165.357243 2.373923
187.618640 558.298919 260.028599 538.049610
186.767842 426.782830 253.073051 410.485926
184.347008 287.640722 246.402233 274.939627
181.690998 142.165364 240.156760 128.841749
180.431888 -15.268758 231.968101 -23.645806
276.219721 593.226574 337.009896 572.472542
664.738882 27.674008 332.425842 429.742232
277.561799 294.922742 327.145501 278.874168
278.357099 131.198798 322.497207 117.129041
279.298616 -43.831291 317.718949 -56.923564
385.274683 636.310395 433.531396 614.722759
390.005311 476.226961 431.858136 456.158276
394.360417 303.427015 430.144620 284.328970
372.772143 177.075800 427.566452 100.234939
405.659902 -81.930019 425.803989 -99.069012
